locus_chr	locus_start	locus_end	locus_name	locus_ngene	locus_width	locus_pheno	locus_mindistgene	locus_nspecialgene	locus_ninteractiongene	locus_hisig_type	gene_start	gene_end	gene_tss	gene_strand	gene_locusdist_kbp	gene_closestsnp	gene_name	gene_type	gene_prob_selected	gene_signet	gene_mindist	gene_special	gene_signet+	distance_score	special_score	ppi_score	TF_score	exp_score	gene_hisig_type	ppi_deg	ppi_deg_active_cnt	ppi_deg_active_names	TF_indeg	TF_in_active_cnt	TF_in_active_names	TF_outdeg	TF_out_active_cnt	TF_out_active_names	AFib_pops_score	Cardio_pops_score
1	156242184	156736960	rs1171563	20	494.776	HR	MEF2D	0.0	12.0	poorsig	156525405	156572604	156572604	-	85.867	rs1171563	IQGAP3	protein_coding	1.0	signet	.	.	signet+	-13.218583979071228	0.0	95.57854330813564	1.9097011416987888	0.4382400102104551	poorsig	3	3	CALM1:omim;CALM2:omim;CALM3:omim	0	0	.	0	0	.	-0.0295701532450333	-0.0358215332955461
1	156242184	156736960	rs1171563	20	494.776	HR	MEF2D	0.0	12.0	poorsig	156579723	156587719	156579723	+	92.986	rs1171563	TTC24	protein_coding	0.0	.	.	.	.	-13.262524498969071	0.0	93.61433182458374	1.9097011416987888	0.0588278113580689	poorsig	0	0		0	0	.	0	0	.	-0.0904320539301788	-0.2057017331647628
1	156242184	156736960	rs1171563	20	494.776	HR	MEF2D	0.0	12.0	poorsig	156591756	156609507	156591756	+	105.019	rs1171563	NAXE	protein_coding	0.0	.	.	.	.	-13.336795643221183	0.0	93.9890030849066	1.9097011416987888	0.0794410185621888	poorsig	2	1	ABHD10	0	0	.	0	0	.		
1	156242184	156736960	rs1171563	20	494.776	HR	MEF2D	0.0	12.0	poorsig	156594301	156601496	156601496	-	114.759	rs1171563	GPATCH4	protein_coding	0.0	.	.	.	.	-13.396913730565617	0.0	90.3264332348628	1.9097011416987888	0.0019200032985755	poorsig	12	0		0	0	.	0	0	.	0.1223804948020819	0.0918966833470025
1	156242184	156736960	rs1171563	20	494.776	HR	MEF2D	0.0	12.0	poorsig	156619331	156625725	156619331	+	132.594	rs1171563	HAPLN2	protein_coding	0.0	.	.	.	.	-13.506996491118796	0.0	93.61433182458374	1.9097011416987888	0.0460691133575783	poorsig	0	0		0	0	.	0	0	.	-0.0562806121949838	-0.2908804189144078
1	156242184	156736960	rs1171563	20	494.776	HR	MEF2D	0.0	12.0	poorsig	156641390	156659532	156641390	+	154.653	rs1171563	BCAN	protein_coding	0.0	.	.	.	.	-13.643150997148656	0.0	93.61433182458374	1.9097011416987888	0.0402048738041052	poorsig	0	0		0	0	.	0	0	.	-1.1742659251052308	-0.2503892793770948
1	156242184	156736960	rs1171563	20	494.776	HR	MEF2D	0.0	12.0	poorsig	156668763	156677407	156677407	-	190.67	rs1171563	NES	protein_coding	0.0	.	.	.	.	-13.865458302270264	0.0	93.25462145582426	1.9097011416987888	0.0224652698238156	poorsig	7	2	NACA:exome;PAM	0	0	.	0	0	.	0.4304731800227181	0.3349342492458462
1	156242184	156736960	rs1171563	20	494.776	HR	MEF2D	0.0	12.0	poorsig	156699606	156705816	156705816	-	219.079	rs1171563	CRABP2	protein_coding	0.0	.	.	.	.	-14.040806838550346	0.0	93.33619750558788	1.9097011416987888	0.0204544009923864	poorsig	1	0		0	0	.	0	0	.	0.2275439554557615	-0.0542658304351434
1	156242184	156736960	rs1171563	20	494.776	HR	MEF2D	0.0	12.0	poorsig	156728442	156736960	156728442	+	241.705	rs1171563	METTL25B	protein_coding	0.0	.	.	.	.	-14.1804610320057	0.0	93.61433182458374	1.9097011416987888	0.0234924288425491	poorsig	0	0		0	0	.	0	0	.		
1	156242184	156736960	rs1171563	20	494.776	HR	MEF2D	0.0	12.0	poorsig	156721891	156728766	156728766	-	242.029	rs1171563	ISG20L2	protein_coding	0.0	.	.	.	.	-14.182460853391694	0.0	92.78221095435164	1.9097011416987888	0.01020173190729	poorsig	3	0		0	0	.	0	0	.	0.2493046579619233	0.0440678221634425
1	161766298	162787405	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	1021.107	QT	SH2D1B	2.0	6.0	coloc	161766298	161977574	161766298	+	244.937	rs6669543	ATF6	protein_coding	0.0	.	.	.	.	-14.200409867559827	0.0	95.01630929109554	1.975010943500858	0.0089197037526086	poorsig	2	0		0	0	.	2	1	ATP2A2	0.017363044299759	0.1279617328013404
1	161766298	162787405	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	1021.107	QRS+QT	SH2D1B	2.0	6.0	coloc	161983192	162023869	161983192	+	28.043	rs6669543	OLFML2B	protein_coding	0.0	.	.	.	.	-12.861677584553313	0.0	95.57854330813564	1.9097011416987888	0.05591983977648	poorsig	0	0		0	0	.	0	0	.	0.2283267688786577	-0.0047124354567996
1	161766298	162787405	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	1021.107	QRS+QT	SH2D1B	2.0	6.0	coloc	162069691	162370475	162069691	+	5.591	rs12143842	NOS1AP	protein_coding	0.0	.	.	coloc	signet+	-12.723097369249697	2.054985245702309	95.1096862789575	1.9097011416987888	0.3137597810187287	coloc	5	1	CAMKV	0	0	.	0	0	.	0.1377568029394445	0.1404322878794202
1	161766298	162787405	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	1021.107	QT	SH2D1B	2.0	6.0	coloc	162373203	162376854	162376854	-	28.146	rs347272	SPATA46	protein_coding	0.0	.	.	.	.	-12.862313330240834	0.0	95.57854330813564	1.9097011416987888	0.0558843002777332	poorsig	0	0		0	0	.	0	0	.		
1	161766298	162787405	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	1021.107	QT	SH2D1B	2.0	6.0	coloc	162378841	162386812	162378841	+	30.133	rs347272	C1orf226	protein_coding	1.0	signet	.	coloc	signet+	-12.874577666950628	2.054985245702309	95.57854330813564	1.9097011416987888	0.4309553101579186	coloc	0	0		0	0	.	0	0	.	0.0069881862641424	-0.0274795567305166
1	161766298	162787405	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	1021.107	QT	SH2D1B	2.0	6.0	coloc	162395268	162412138	162412138	-	0.64	rs164133	SH2D1B	protein_coding	0.0	.	mindist	.	.	-12.69253837023098	0.0	94.7363386432633	1.9097011416987888	0.0285270791602114	mindist	3	0		0	0	.	0	0	.	-0.1667701329297969	-0.0404480250227507
1	161766298	162787405	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	1021.107	QT	SH2D1B	2.0	6.0	coloc	162497251	162529631	162497251	+	85.753	rs164133	UHMK1	protein_coding	0.0	.	.	.	.	-13.217880338213192	0.0	95.6706389340996	1.9097011416987888	0.0429403569422694	poorsig	3	1	PAM	0	0	.	0	0	.	-0.0736221078407791	-0.1739751262896537
1	161766298	162787405	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	1021.107	QT	SH2D1B	2.0	6.0	coloc	162561722	162601240	162561722	+	150.224	rs164133	UAP1	protein_coding	0.0	.	.	.	.	-13.615813932585157	0.0	95.95225940701228	1.9097011416987888	0.0382253528842653	poorsig	2	1	FBXL17	0	0	.	0	0	.	0.0666484249384375	0.1566424175658966
1	161766298	162787405	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	1021.107	QT	SH2D1B	2.0	6.0	coloc	162631373	162787405	162631373	+	219.875	rs164133	DDR2	protein_coding	0.0	.	.	.	.	-14.045719979980138	0.0	95.95225940701228	1.9097011416987888	0.0248682760297843	poorsig	2	1	CDH2	0	0	.	0	0	.	0.2646231701457496	0.3909442506810093
1	168543997	168729206	rs545833	3	185.209	QT	DPT	0.0	1.0	poorsig	168540768	168543997	168543997	-	176.705	rs545833	XCL2	protein_coding	0.0	.	.	.	.	-13.77926229716092	0.0	93.61433182458374	1.9097011416987888	0.0797266933361015	poorsig	0	0		0	0	.	0	0	.	-0.2232156648018173	-0.2856982036059467
1	168543997	168729206	rs545833	3	185.209	QT	DPT	0.0	1.0	poorsig	168576605	168582069	168576605	+	144.097	rs545833	XCL1	protein_coding	1.0	signet	.	.	signet+	-13.577996322609865	0.0	95.57854330813564	1.9097011416987888	0.6951182051714299	poorsig	3	3	MEIS1;MITF;TBX20	0	0	.	0	0	.	-0.5518577413872068	-0.3724618078508485
1	168543997	168729206	rs545833	3	185.209	QT	DPT	0.0	1.0	poorsig	168695468	168729206	168729206	-	8.504	rs545833	DPT	protein_coding	0.0	.	mindist	.	.	-12.741077244858973	0.0	93.61433182458374	1.9097011416987888	0.2251551014924686	mindist	0	0		0	0	.	0	0	.	-0.3490015071126077	-0.3965158405122549
1	169101212	169854080	rs10919070+rs12061601+rs12079745+rs1983546+rs6018+rs6027+rs6033	11	752.868	QT	NME7	0.0	11.0	poorsig	169105697	169310992	169105697	+	4.485	rs12061601	ATP1B1	protein_coding	1.0	signet	.	.	signet+	-12.716270818469106	0.0	95.57854330813564	1.9097011416987888	0.5931699621597701	poorsig	16	7	ATP2A2;CACNA1C:omim;CAV3:omim;KCNH2:exome,omim;KCNQ1:exome,omim;KIRREL3;NDRG2	0	0	.	0	0	.	-0.1106668230816055	0.134064583510221
1	169101212	169854080	rs10919070+rs12061601+rs12079745+rs1983546+rs6018+rs6027+rs6033	11	752.868	QT	NME7	0.0	11.0	poorsig	169132531	169367948	169132531	+	0.709	rs12079745	NME7	protein_coding	0.0	.	mindist	.	.	-12.69296425811874	0.0	92.07825655583112	1.9097011416987888	0.0183292983084663	mindist	7	0		0	0	.	0	0	.	-0.1944977383737565	0.190768900367424
1	169101212	169854080	rs10919070+rs12061601+rs12079745+rs1983546+rs6018+rs6027+rs6033	11	752.868	JT+QT	NME7	0.0	11.0	poorsig	169367970	169396540	169367970	+	108.975	rs1983546	BLZF1	protein_coding	0.0	.	.	.	.	-13.36121321545266	0.0	93.0104063444592	1.9097011416987888	0.0238647293941825	poorsig	7	1	AKAP9:omim	0	0	.	0	0	.	0.1208140862791845	0.0398432210584976
1	169101212	169854080	rs10919070+rs12061601+rs12079745+rs1983546+rs6018+rs6027+rs6033	11	752.868	JT+QT	NME7	0.0	11.0	poorsig	169394870	169460669	169394870	+	82.075	rs1983546	CCDC181	protein_coding	0.0	.	.	.	.	-13.195178662109203	0.0	93.7386822877206	1.9097011416987888	0.0583647497821589	poorsig	1	0		0	0	.	0	0	.	-0.0795987963023582	-0.0663799524901429
1	169101212	169854080	rs10919070+rs12061601+rs12079745+rs1983546+rs6018+rs6027+rs6033	11	752.868	JT+QT	NME7	0.0	11.0	poorsig	169463909	169485944	169485944	-	8.999	rs1983546	SLC19A2	protein_coding	0.0	.	.	.	.	-12.74413252753202	0.0	93.46003589606582	1.9097011416987888	0.069346234684025	poorsig	2	0		0	0	.	0	0	.	-0.1395023668313808	-0.045928249162096
1	169101212	169854080	rs10919070+rs12061601+rs12079745+rs1983546+rs6018+rs6027+rs6033	11	752.868	JT+QT	NME7	0.0	11.0	poorsig	169511951	169586588	169586588	-	33.973	rs6033	F5	protein_coding	0.0	.	.	.	.	-12.898279253747612	0.0	93.7386822877206	1.9097011416987888	0.0785402723132406	poorsig	1	0		0	0	.	0	0	.	0.4134926024343792	-0.3962243868012456
1	169101212	169854080	rs10919070+rs12061601+rs12079745+rs1983546+rs6018+rs6027+rs6033	11	752.868	JT+QT	NME7	0.0	11.0	poorsig	169588849	169630193	169630193	-	77.578	rs6033	SELP	protein_coding	0.0	.	.	.	.	-13.167421881946176	0.0	93.1821564186157	1.955500609805128	0.0360080486521651	poorsig	3	0		0	0	.	0	0	.	0.1244246492540091	-0.2539795013083199
1	169101212	169854080	rs10919070+rs12061601+rs12079745+rs1983546+rs6018+rs6027+rs6033	11	752.868	JT+QT	NME7	0.0	11.0	poorsig	169662007	169854080	169662007	+	109.392	rs6033	C1orf112	protein_coding	0.0	.	.	.	.	-13.363787059643895	0.0	93.46003589606582	1.9097011416987888	0.0373173109223828	poorsig	2	0		0	0	.	0	0	.	-0.0237320267178237	-0.0972249922390942
1	169101212	169854080	rs10919070+rs12061601+rs12079745+rs1983546+rs6018+rs6027+rs6033	11	752.868	JT+QT	NME7	0.0	11.0	poorsig	169690665	169711702	169711702	-	159.087	rs6033	SELL	protein_coding	0.0	.	.	.	.	-13.6705189231533	0.0	94.1209769641432	1.9097011416987888	0.053179156440944	poorsig	3	1	PRKCA:coloc	0	0	.	0	0	.	-0.2948275951499286	-0.7176005186755953
1	169101212	169854080	rs10919070+rs12061601+rs12079745+rs1983546+rs6018+rs6027+rs6033	11	752.868	JT+QT	NME7	0.0	11.0	poorsig	169722640	169764705	169722640	+	170.025	rs6033	SELE	protein_coding	0.0	.	.	.	.	-13.738031411795331	0.0	93.1821564186157	1.9097011416987888	0.0194400134165344	poorsig	3	0		0	0	.	0	0	.	-0.2131104777730272	-0.2906612210592409
1	169101212	169854080	rs10919070+rs12061601+rs12079745+rs1983546+rs6018+rs6027+rs6033	11	752.868	JT+QT	NME7	0.0	11.0	poorsig	169792529	169794963	169794963	-	242.348	rs6033	METTL18	protein_coding	0.0	.	.	.	.	-14.184429813336548	0.0	93.1821564186157	1.9097011416987888	0.0124402239261299	poorsig	3	0		0	0	.	0	0	.	0.1664875228898449	-0.1440228716330897
1	172353471	172611833	rs12132562	3	258.362	JT	C1orf105	0.0	1.0	poorsig	172420685	172468831	172420685	+	67.214	rs12132562	C1orf105	protein_coding	1.0	signet	mindist	.	signet+	-13.103452286747231	0.0	95.57854330813564	1.9097011416987888	0.4647711271601845	mindist	0	0		0	0	.	0	0	.	-0.0370328097802357	-0.0992950738060935
1	172353471	172611833	rs12132562	3	258.362	JT	C1orf105	0.0	1.0	poorsig	172370189	172444086	172444086	-	90.615	rs12132562	PIGC	protein_coding	0.0	.	.	.	.	-13.24789000357958	0.0	95.57854330813564	1.9097011416987888	0.4022635086092413	poorsig	0	0		0	0	.	0	0	.	-0.0343046847493118	-0.1123355507665497
1	172353471	172611833	rs12132562	3	258.362	JT	C1orf105	0.0	1.0	poorsig	172532349	172611833	172532349	+	178.878	rs12132562	SUCO	protein_coding	0.0	.	.	.	.	-13.792674679481191	0.0	95.01630929109554	1.9097011416987888	0.132965364230574	poorsig	2	0		0	0	.	0	0	.	0.3230743688605685	0.2378593821548803
1	205504596	206102449	rs1361754+rs1775154	12	597.853	QT	PM20D1	1.0	9.0	exome	205504596	205532793	205504596	+	222.891	rs1775154	CDK18	protein_coding	0.0	.	.	.	.	-14.064335601276936	0.0	94.55335904511068	1.9097011416987888	0.0018431437392552	poorsig	7	2	GNB4:coloc;NSRP1	0	0	.	0	0	.	-0.0166790846828622	-0.0556011355931269
1	205504596	206102449	rs1361754+rs1775154	12	597.853	QT	PM20D1	1.0	9.0	exome	205568885	205602918	205568885	+	158.602	rs1775154	MFSD4A	protein_coding	0.0	.	.	.	.	-13.667525363362534	0.0	94.92323125471955	1.9097011416987888	0.0039675751521085	poorsig	0	0		0	0	.	0	0	.		
1	205504596	206102449	rs1361754+rs1775154	12	597.853	QT	PM20D1	1.0	9.0	exome	205597556	205632011	205632011	-	95.476	rs1775154	ELK4	protein_coding	0.0	.	.	.	.	-13.27789349665774	0.0	94.73702391463716	1.9097011416987888	0.004862630962733	poorsig	4	1	ID2	0	0	.	0	0	.	-0.0821047301065247	0.1019840534953901
1	205504596	206102449	rs1361754+rs1775154	12	597.853	QT	PM20D1	1.0	9.0	exome	205657851	205680509	205657851	+	69.636	rs1775154	SLC45A3	protein_coding	0.0	.	.	.	.	-13.11840156883637	0.0	94.92323125471955	1.9097011416987888	0.0068707887450533	poorsig	0	0		0	0	.	0	0	.	-0.1124646531611168	-0.2561472323292366
1	205504596	206102449	rs1361754+rs1775154	12	597.853	QT	PM20D1	1.0	9.0	exome	205712822	205750182	205750182	-	22.695	rs1775154	NUCKS1	protein_coding	0.0	.	.	.	.	-12.828668187107928	0.0	94.08437963572472	1.9097011416987888	0.0039675972010156	poorsig	3	0		0	0	.	0	0	.	0.1532460916639317	0.1114220746398832
1	205504596	206102449	rs1361754+rs1775154	12	597.853	QT	PM20D1	1.0	9.0	exome	205767986	205775482	205775482	-	47.995	rs1775154	RAB29	protein_coding	0.0	.	.	.	.	-12.984827079285973	0.0	94.64285041993196	1.9097011416987888	0.0059326593202011	poorsig	1	0		0	0	.	0	0	.		
1	205504596	206102449	rs1361754+rs1775154	12	597.853	QT	PM20D1	1.0	9.0	exome	205789094	205813748	205813748	-	18.996	rs1361754	SLC41A1	protein_coding	0.0	.	.	.	.	-12.805836892951149	0.0	94.08437963572472	1.9097011416987888	0.0040592245855245	poorsig	1	0		0	0	.	0	0	.	-0.0583227202619051	0.0577949769792199
1	205504596	206102449	rs1361754+rs1775154	12	597.853	QT	PM20D1	1.0	9.0	exome	205828025	205850132	205850132	-	17.388	rs1361754	PM20D1	protein_coding	1.0	signet	mindist	exome	signet+	-12.79591185347991	3.957633516680198	95.57854330813564	1.9097011416987888	0.9559582065981732	exome	1	1	NPPA	0	0	.	0	0	.	-0.0526086664131131	-0.1424705798714306
1	205504596	206102449	rs1361754+rs1775154	12	597.853	QT	PM20D1	1.0	9.0	exome	205913048	205943460	205943460	-	110.716	rs1361754	SLC26A9	protein_coding	0.0	.	.	.	.	-13.371959169258272	0.0	94.64285041993196	1.9097011416987888	0.0040282839825186	poorsig	1	0		0	0	.	0	0	.	-0.0583156122234609	-0.2330152069907596
1	205504596	206102449	rs1361754+rs1775154	12	597.853	QT	PM20D1	1.0	9.0	exome	205976740	206003461	206003461	-	170.717	rs1361754	RAB7B	protein_coding	0.0	.	.	.	.	-13.742302635249374	0.0	94.92323125471955	1.9097011416987888	0.0036817119333257	poorsig	0	0		0	0	.	0	0	.		
1	205504596	206102449	rs1361754+rs1775154	12	597.853	QT	PM20D1	1.0	9.0	exome	206008535	206023909	206023909	-	191.165	rs1361754	CTSE	protein_coding	0.0	.	.	.	.	-13.868513584943312	0.0	94.36323405513151	1.9097011416987888	0.0018536741452317	poorsig	2	0		0	0	.	0	0	.	-0.279452422171657	-0.279021028810305
1	205504596	206102449	rs1361754+rs1775154	12	597.853	QT	PM20D1	1.0	9.0	exome	206053173	206102449	206053173	+	220.429	rs1361754	RHEX	protein_coding	0.0	.	.	.	.	-14.04913942765866	0.0	95.01676738349812	1.9097011416987888	0.002974503634859	poorsig	3	1	PBX3	0	0	.	0	0	.		
1	207645113	207915947	rs2745959+rs41317993	3	270.834	HR	CD34	0.0	3.0	poorsig	207645113	207738416	207645113	+	143.274	rs41317993	CR1L	protein_coding	0.0	.	.	.	.	-13.572916529397908	0.0	95.57854330813564	1.9097011416987888	0.1890680392047513	poorsig	1	0		0	0	.	0	0	.	-0.2532858893050235	-0.3470073394801878
1	207645113	207915947	rs2745959+rs41317993	3	270.834	HR	CD34	0.0	3.0	poorsig	207752037	207795513	207752037	+	36.35	rs41317993	CD46	protein_coding	0.0	.	.	.	.	-12.912950782866474	0.0	95.57854330813564	1.9097011416987888	0.3657948629763364	poorsig	1	0		0	0	.	0	0	.	0.2826776581441963	0.014394728763895
1	207645113	207915947	rs2745959+rs41317993	3	270.834	HR	CD34	0.0	3.0	poorsig	207880972	207911402	207911402	-	4.545	rs2745959	CD34	protein_coding	1.0	signet	mindist	.	signet+	-12.71664115576281	0.0	95.57854330813564	1.9097011416987888	0.4451370978189121	mindist	1	0		0	0	.	0	0	.	0.05662638895606	0.1415082709969608
1	217549549	217871696	rs11454451	2	322.147	HR	GPATCH2	0.0	2.0	poorsig	217426992	217631090	217631090	-	81.541	rs11454451	GPATCH2	protein_coding	0.0	.	mindist	.	.	-13.19188266019525	0.0	92.78221095435164	1.9097011416987888	0.0576010426000753	mindist	3	0		0	0	.	0	0	.	-0.1312032154238474	0.0675476718495747
1	217549549	217871696	rs11454451	2	322.147	HR	GPATCH2	0.0	2.0	poorsig	217631324	217871696	217631324	+	81.775	rs11454451	SPATA17	protein_coding	1.0	signet	.	.	signet+	-13.19332697564069	0.0	95.57854330813564	1.9097011416987888	0.9423989573999246	poorsig	3	3	CALM1:omim;CALM2:omim;CALM3:omim	0	0	.	0	0	.	-0.0721529889051298	-0.0875960188561658
1	228082660	228499899	rs397637	13	417.239	PR	OBSCN	0.0	9.0	poorsig	228082660	228099212	228082660	+	182.967	rs397637	ARF1	protein_coding	0.0	.	.	.	.	-13.817913166047044	0.0	90.66566040315556	1.9097011416987888	0.0030480067816452	poorsig	14	3	ARHGAP10;CAV3:omim;RYR2:omim	0	0	.	0	0	.	0.6198722819598408	-0.0563407717555185
1	228082660	228499899	rs397637	13	417.239	PR	OBSCN	0.0	9.0	poorsig	228100726	228105411	228105411	-	160.216	rs397637	C1orf35	protein_coding	0.0	.	.	.	.	-13.677487436563142	0.0	89.8018097609862	1.9097011416987888	0.0014785515854326	poorsig	7	0		0	0	.	0	0	.	-0.129727162730697	0.2372535103879264
1	228082660	228499899	rs397637	13	417.239	PR	OBSCN	0.0	9.0	poorsig	228106679	228109312	228109312	-	156.315	rs397637	MRPL55	protein_coding	0.0	.	.	.	.	-13.653409340184227	0.0	88.99453653285592	1.9097011416987888	0.000675614804168	poorsig	10	0		0	0	.	0	0	.	0.0155643900860434	0.1924539651872382
1	228082660	228499899	rs397637	13	417.239	PR	OBSCN	0.0	9.0	poorsig	228139962	228148984	228139962	+	125.665	rs397637	GUK1	protein_coding	0.0	.	.	.	.	-13.464228705984343	0.0	91.16220488129797	1.9097011416987888	0.0071328922759672	poorsig	2	0		0	0	.	0	0	.	0.1426890422121224	0.2007638063616717
1	228082660	228499899	rs397637	13	417.239	PR	OBSCN	0.0	9.0	poorsig	228149930	228159826	228149930	+	115.697	rs397637	GJC2	protein_coding	0.0	.	.	.	.	-13.40270333692384	0.0	92.36678713126332	1.9097011416987888	0.0253005066190684	poorsig	1	1	CHRM2	0	0	.	0	0	.	-0.1478712642191405	-0.1237697973073961
1	228082660	228499899	rs397637	13	417.239	PR	OBSCN	0.0	9.0	poorsig	228165804	228182257	228165804	+	99.823	rs397637	IBA57	protein_coding	0.0	.	.	.	.	-13.304724433586514	0.0	90.61579097426116	1.9097011416987888	0.0048443213647508	poorsig	4	0		0	0	.	0	0	.	0.1646780200176184	-0.0812859625384664
1	228082660	228499899	rs397637	13	417.239	PR	OBSCN	0.0	9.0	poorsig	228208044	228378876	228208044	+	57.583	rs397637	OBSCN	protein_coding	1.0	signet	mindist	.	signet+	-13.044006978819692	0.0	95.57854330813564	1.9097011416987888	0.8989945345523579	mindist	13	8	ANK2:omim;CALM1:omim;CALM2:omim;CALM3:omim;FGFR1;NPPA;SNTA1:omim;TTN:exome	0	0	.	0	0	.	0.186489383157246	0.1894806590597646
1	228082660	228499899	rs397637	13	417.239	PR	OBSCN	0.0	9.0	poorsig	228393673	228406835	228406835	-	141.208	rs397637	TRIM11	protein_coding	0.0	.	.	.	.	-13.560164581918071	0.0	92.09077416396384	1.9097011416987888	0.0164011295541003	poorsig	2	1	KANK4	0	0	.	0	0	.	0.0585772710433182	0.0839052001551986
1	228082660	228499899	rs397637	13	417.239	PR	OBSCN	0.0	9.0	poorsig	228407935	228416861	228416861	-	151.234	rs397637	TRIM17	protein_coding	0.0	.	.	.	.	-13.622047943695822	0.0	91.71165006525337	1.9097011416987888	0.0105522884091493	poorsig	0	0		0	0	.	0	0	.	0.0273195377079993	-0.0887184918244802
1	228082660	228499899	rs397637	13	417.239	PR	OBSCN	0.0	9.0	poorsig	228424845	228425360	228425360	-	159.733	rs397637	H3-4	protein_coding	0.0	.	.	.	.	-13.674506221348834	0.0	91.71165006525337	1.9097011416987888	0.010013002211286	poorsig	0	0		0	0	.	0	0	.		
1	228082660	228499899	rs397637	13	417.239	PR	OBSCN	0.0	9.0	poorsig	228434777	228457873	228457873	-	192.246	rs397637	H2AW	protein_coding	0.0	.	.	.	.	-13.875185828518193	0.0	91.71165006525337	1.9097011416987888	0.0081923833462415	poorsig	0	0		0	0	.	0	0	.		
1	228082660	228499899	rs397637	13	417.239	PR	OBSCN	0.0	9.0	poorsig	228458103	228463104	228458103	+	192.476	rs397637	H2BU1	protein_coding	0.0	.	.	.	.	-13.87660545481072	0.0	91.71165006525337	1.9097011416987888	0.0081807614747538	poorsig	0	0		0	0	.	0	0	.		
1	228082660	228499899	rs397637	13	417.239	PR	OBSCN	0.0	9.0	poorsig	228487382	228499899	228487382	+	221.755	rs397637	RNF187	protein_coding	0.0	.	.	.	.	-14.057323881849491	0.0	91.43654729715476	1.9097011416987888	0.0051860070210782	poorsig	1	0		0	0	.	0	0	.	-0.3109884416482135	0.0027679196308596
1	237042184	237833988	locus_RYR2	1	791.804		RYR2	1.0	1.0	.	237042184	237833988	237042184	+	0.0		RYR2	omim	1.0	signet	mindist	omim	signet+	-12.688588105764817	2.6813310543687003	95.57854330813564	1.9097011416987888	1.0	.	17	9	CACNA1C:omim;CALM1:omim;CALM2:omim;CALM3:omim;CAMK2D:coloc;CAV3:omim;GJA1;RBM20;SNTA1:omim	0	0	.	0	0	.	1.2711142984521808	0.7435833170207881
2	8610136	8837630	rs3856447	2	227.494	PR	ID2	0.0	2.0	poorsig	8678845	8684461	8678845	+	68.709	rs3856447	ID2	protein_coding	1.0	signet	mindist	.	signet+	-13.11267985764866	0.0	95.57854330813564	1.9097011416987888	0.9960401584250034	mindist	11	7	FGFR1;NKX2-5;PDLIM5;PMP22;PRKCA:coloc;SREBF1;STK38	0	0	.	0	0	.	-0.5703771712733344	-0.1906812028368542
2	8610136	8837630	rs3856447	2	227.494	PR	ID2	0.0	2.0	poorsig	8721081	8837630	8837630	-	227.494	rs3856447	KIDINS220	protein_coding	0.0	.	.	.	.	-14.092746643992172	0.0	90.99745466250025	1.9432730153542288	0.0039598415749966	poorsig	4	0		0	0	.	0	0	.	0.2622512761362025	-0.000974124596419
2	18560679	18632585	rs6718130	3	71.906	JT	NT5C1B	0.0	1.0	poorsig	18554723	18560679	18560679	-	71.906	rs6718130	RDH14	protein_coding	0.0	.	.	.	.	-13.132412663114795	0.0	95.29704333695744	1.9097011416987888	0.239949136572006	poorsig	1	0		0	0	.	0	0	.	0.0222919806684924	-0.0049864723326484
2	18560679	18632585	rs6718130	3	71.906	JT	NT5C1B	0.0	1.0	poorsig	18555545	18589564	18589564	-	43.021	rs6718130	NT5C1B-RDH14	protein_coding	0.0	.	.	.	.	-12.954126117638005	0.0	95.57854330813564	1.9097011416987888	0.3800160492080061	poorsig	0	0		0	0	.	0	0	.		
2	18560679	18632585	rs6718130	3	71.906	JT	NT5C1B	0.0	1.0	poorsig	18562872	18589572	18589572	-	43.013	rs6718130	NT5C1B	protein_coding	1.0	signet	mindist	.	signet+	-12.954076739332178	0.0	95.57854330813564	1.9097011416987888	0.3800348142199879	mindist	0	0		0	0	.	0	0	.	0.1907540053844822	-0.250920069872915
2	27275433	27695366	rs1260326	20	419.933	HR	GCKR	0.0	16.0	poorsig	27275433	27281499	27275433	+	232.64	rs1260326	DNAJC5G	protein_coding	0.0	.	.	.	.	-14.124509239215424	0.0	93.89231528830322	1.9097011416987888	0.0224860394029733	poorsig	0	0		0	0	.	0	0	.	0.027144824356284	-0.0776931902134996
